,Lista/Pacto,Partido,Votos,comuna,comuna_id,circ_electoral,circ_electoral_id,mesa,id_mesa,Porcentaje,Candidatos,Electo,,distrito
1,XP.VAMOS POR CHILE,IND-UDI,1,FRESIA,2710,FRESIA,7462,2M,74620002,"1,20%",4. SERGIO ANTONIO WILLER DANIEL (H),,,25.0
2,XP.VAMOS POR CHILE,IND-EVOPOLI,0,FRESIA,2710,FRESIA,7462,2M,74620002,"0,00%",5. ALICIA VESPERINAS BARRIENTOS (M),,,25.0
3,XP.VAMOS POR CHILE,RN,28,FRESIA,2710,FRESIA,7462,2M,74620002,"33,73%",6. HARRY JURGENSEN CAESAR (H),,*,25.0
4,XP.VAMOS POR CHILE,REPUBL.,4,FRESIA,2710,FRESIA,7462,2M,74620002,"4,82%",7. MARISOL DEL CARMEN BAÑARES ZUÑIGA (M),,,25.0
0,YB.LISTA DEL APRUEBO,PL,0,FRESIA,2710,FRESIA,7462,2M,74620002,"0,00%",8. GIOVANNA ELVIRA MOREIRA ALMONACID (M),,,25.0
1,YB.LISTA DEL APRUEBO,PDC,0,FRESIA,2710,FRESIA,7462,2M,74620002,"0,00%",9. JUAN  ALVAREZ QUEULO (H),,,25.0
2,YB.LISTA DEL APRUEBO,IND-PL,1,FRESIA,2710,FRESIA,7462,2M,74620002,"1,20%",10. LUISA FERNANDA DE LA PRIDA SANHUEZA (M),,,25.0
3,YB.LISTA DEL APRUEBO,PS,2,FRESIA,2710,FRESIA,7462,2M,74620002,"2,41%",11. ENZO JARAMILLO HOTT (H),,,25.0
4,YB.LISTA DEL APRUEBO,IND-PDC,2,FRESIA,2710,FRESIA,7462,2M,74620002,"2,41%",12. CECILIA  KRAMM KRAMM (M),,,25.0
5,YB.LISTA DEL APRUEBO,PS,7,FRESIA,2710,FRESIA,7462,2M,74620002,"8,43%",13. MARIO VARGAS VIDAL (H),,*,25.0
0,YQ.APRUEBO DIGNIDAD,RD,18,FRESIA,2710,FRESIA,7462,2M,74620002,"21,69%",14. DANIELA ABIGAIL CARVACHO DIAZ (M),,,25.0
1,YQ.APRUEBO DIGNIDAD,IND-RD,0,FRESIA,2710,FRESIA,7462,2M,74620002,"0,00%",15. GUSTAVO SALVO PEREIRA (H),,,25.0
2,YQ.APRUEBO DIGNIDAD,PCCH,1,FRESIA,2710,FRESIA,7462,2M,74620002,"1,20%",16. ELBA ELENA VARGAS FUENTES (M),,,25.0
3,YQ.APRUEBO DIGNIDAD,IND-PCCH,1,FRESIA,2710,FRESIA,7462,2M,74620002,"1,20%",17. GONZALO ELISEO DIAZ MARTINEZ (H),,,25.0
4,YQ.APRUEBO DIGNIDAD,IND-COMUNES,1,FRESIA,2710,FRESIA,7462,2M,74620002,"1,20%",18. MARIA INES BARRERA BARRERA (M),,,25.0
5,YQ.APRUEBO DIGNIDAD,IND-COMUNES,0,FRESIA,2710,FRESIA,7462,2M,74620002,"0,00%",19. MARIO JACINTO GONZALEZ ESPARZA (H),,,25.0
0,ZQ.NUESTRAS VOCES (D25),IND,2,FRESIA,2710,FRESIA,7462,2M,74620002,"2,41%",20. CRISTINA PATRICIA AÑASCO HINOSTROZA (M),,,25.0
1,ZQ.NUESTRAS VOCES (D25),IND,0,FRESIA,2710,FRESIA,7462,2M,74620002,"0,00%",21. FELIPE ANDRES MATUS BARRIENTOS (H),,,25.0
2,ZQ.NUESTRAS VOCES (D25),IND,0,FRESIA,2710,FRESIA,7462,2M,74620002,"0,00%",22. BEATRIZ BAHAMONDES ARANEDA (M),,,25.0
3,ZQ.NUESTRAS VOCES (D25),IND,0,FRESIA,2710,FRESIA,7462,2M,74620002,"0,00%",23. CLAUDIO JAVIER PAREJA PINEDA (H),,,25.0
0,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,7,FRESIA,2710,FRESIA,7462,2M,74620002,"8,43%",24. MARIA CAROLINA LAGOS OYARZUN (M),,,25.0
1,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,3,FRESIA,2710,FRESIA,7462,2M,74620002,"3,61%",25. JUAN CARLOS SEBASTIAN CLARET POOL (H),,,25.0
2,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,0,FRESIA,2710,FRESIA,7462,2M,74620002,"0,00%",26. JORGE ALEJANDRO CONTRERAS GODOY (H),,,25.0
0,CANDIDATURA INDEPENDIENTE,IND,1,FRESIA,2710,FRESIA,7462,2M,74620002,"1,20%",27. RODRIGO IGNACIO HIDALGO SOLIS (H),,,25.0
0,CANDIDATURA INDEPENDIENTE,IND,2,FRESIA,2710,FRESIA,7462,2M,74620002,"2,41%",28. MERI ROSBITA FUENTEALBA PACHECO (M),,,25.0
0,Q.LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),IND,4,FRESIA,2710,FRESIA,7462,3M,74620003,"4,40%",1. VICTORIA PILAR ARRIAGADA OYARZUN (M),,,25.0
1,Q.LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),IND,1,FRESIA,2710,FRESIA,7462,3M,74620003,"1,10%",2. AQUILES BERNABE MERCADO RIOSECO (H),,,25.0
0,XP.VAMOS POR CHILE,IND-UDI,,FRESIA,2710,FRESIA,7462,3M,74620003,"0,00%",3. MARIA CECILIA UBILLA PEREZ (M),,*,25.0
1,XP.VAMOS POR CHILE,IND-UDI,3,FRESIA,2710,FRESIA,7462,3M,74620003,"3,30%",4. SERGIO ANTONIO WILLER DANIEL (H),,,25.0
2,XP.VAMOS POR CHILE,IND-EVOPOLI,2,FRESIA,2710,FRESIA,7462,3M,74620003,"2,20%",5. ALICIA VESPERINAS BARRIENTOS (M),,,25.0
3,XP.VAMOS POR CHILE,RN,29,FRESIA,2710,FRESIA,7462,3M,74620003,"31,87%",6. HARRY JURGENSEN CAESAR (H),,*,25.0
4,XP.VAMOS POR CHILE,REPUBL.,1,FRESIA,2710,FRESIA,7462,3M,74620003,"1,10%",7. MARISOL DEL CARMEN BAÑARES ZUÑIGA (M),,,25.0
0,YB.LISTA DEL APRUEBO,PL,1,FRESIA,2710,FRESIA,7462,3M,74620003,"1,10%",8. GIOVANNA ELVIRA MOREIRA ALMONACID (M),,,25.0
1,YB.LISTA DEL APRUEBO,PDC,6,FRESIA,2710,FRESIA,7462,3M,74620003,"6,59%",9. JUAN  ALVAREZ QUEULO (H),,,25.0
2,YB.LISTA DEL APRUEBO,IND-PL,2,FRESIA,2710,FRESIA,7462,3M,74620003,"2,20%",10. LUISA FERNANDA DE LA PRIDA SANHUEZA (M),,,25.0
3,YB.LISTA DEL APRUEBO,PS,2,FRESIA,2710,FRESIA,7462,3M,74620003,"2,20%",11. ENZO JARAMILLO HOTT (H),,,25.0
4,YB.LISTA DEL APRUEBO,IND-PDC,1,FRESIA,2710,FRESIA,7462,3M,74620003,"1,10%",12. CECILIA  KRAMM KRAMM (M),,,25.0
5,YB.LISTA DEL APRUEBO,PS,5,FRESIA,2710,FRESIA,7462,3M,74620003,"5,49%",13. MARIO VARGAS VIDAL (H),,*,25.0
0,YQ.APRUEBO DIGNIDAD,RD,16,FRESIA,2710,FRESIA,7462,3M,74620003,"17,58%",14. DANIELA ABIGAIL CARVACHO DIAZ (M),,,25.0
1,YQ.APRUEBO DIGNIDAD,IND-RD,,FRESIA,2710,FRESIA,7462,3M,74620003,"0,00%",15. GUSTAVO SALVO PEREIRA (H),,,25.0
2,YQ.APRUEBO DIGNIDAD,PCCH,,FRESIA,2710,FRESIA,7462,3M,74620003,"0,00%",16. ELBA ELENA VARGAS FUENTES (M),,,25.0
3,YQ.APRUEBO DIGNIDAD,IND-PCCH,1,FRESIA,2710,FRESIA,7462,3M,74620003,"1,10%",17. GONZALO ELISEO DIAZ MARTINEZ (H),,,25.0
4,YQ.APRUEBO DIGNIDAD,IND-COMUNES,0,FRESIA,2710,FRESIA,7462,3M,74620003,"0,00%",18. MARIA INES BARRERA BARRERA (M),,,25.0
5,YQ.APRUEBO DIGNIDAD,IND-COMUNES,1,FRESIA,2710,FRESIA,7462,3M,74620003,"1,10%",19. MARIO JACINTO GONZALEZ ESPARZA (H),,,25.0
0,ZQ.NUESTRAS VOCES (D25),IND,2,FRESIA,2710,FRESIA,7462,3M,74620003,"2,20%",20. CRISTINA PATRICIA AÑASCO HINOSTROZA (M),,,25.0
1,ZQ.NUESTRAS VOCES (D25),IND,2,FRESIA,2710,FRESIA,7462,3M,74620003,"2,20%",21. FELIPE ANDRES MATUS BARRIENTOS (H),,,25.0
2,ZQ.NUESTRAS VOCES (D25),IND,1,FRESIA,2710,FRESIA,7462,3M,74620003,"1,10%",22. BEATRIZ BAHAMONDES ARANEDA (M),,,25.0
3,ZQ.NUESTRAS VOCES (D25),IND,,FRESIA,2710,FRESIA,7462,3M,74620003,"0,00%",23. CLAUDIO JAVIER PAREJA PINEDA (H),,,25.0
0,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,6,FRESIA,2710,FRESIA,7462,3M,74620003,"6,59%",24. MARIA CAROLINA LAGOS OYARZUN (M),,,25.0
1,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,2,FRESIA,2710,FRESIA,7462,3M,74620003,"2,20%",25. JUAN CARLOS SEBASTIAN CLARET POOL (H),,,25.0
2,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,2,FRESIA,2710,FRESIA,7462,3M,74620003,"2,20%",26. JORGE ALEJANDRO CONTRERAS GODOY (H),,,25.0
0,CANDIDATURA INDEPENDIENTE,IND,,FRESIA,2710,FRESIA,7462,3M,74620003,"0,00%",27. RODRIGO IGNACIO HIDALGO SOLIS (H),,,25.0
0,CANDIDATURA INDEPENDIENTE,IND,1,FRESIA,2710,FRESIA,7462,3M,74620003,"1,10%",28. MERI ROSBITA FUENTEALBA PACHECO (M),,,25.0
0,Q.LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),IND,2,FRESIA,2710,FRESIA,7462,4M,74620004,"2,33%",1. VICTORIA PILAR ARRIAGADA OYARZUN (M),,,25.0
1,Q.LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),IND,2,FRESIA,2710,FRESIA,7462,4M,74620004,"2,33%",2. AQUILES BERNABE MERCADO RIOSECO (H),,,25.0
0,XP.VAMOS POR CHILE,IND-UDI,,FRESIA,2710,FRESIA,7462,4M,74620004,"0,00%",3. MARIA CECILIA UBILLA PEREZ (M),,*,25.0
1,XP.VAMOS POR CHILE,IND-UDI,4,FRESIA,2710,FRESIA,7462,4M,74620004,"4,65%",4. SERGIO ANTONIO WILLER DANIEL (H),,,25.0
2,XP.VAMOS POR CHILE,IND-EVOPOLI,,FRESIA,2710,FRESIA,7462,4M,74620004,"0,00%",5. ALICIA VESPERINAS BARRIENTOS (M),,,25.0
3,XP.VAMOS POR CHILE,RN,31,FRESIA,2710,FRESIA,7462,4M,74620004,"36,05%",6. HARRY JURGENSEN CAESAR (H),,*,25.0
4,XP.VAMOS POR CHILE,REPUBL.,1,FRESIA,2710,FRESIA,7462,4M,74620004,"1,16%",7. MARISOL DEL CARMEN BAÑARES ZUÑIGA (M),,,25.0
0,YB.LISTA DEL APRUEBO,PL,3,FRESIA,2710,FRESIA,7462,4M,74620004,"3,49%",8. GIOVANNA ELVIRA MOREIRA ALMONACID (M),,,25.0
1,YB.LISTA DEL APRUEBO,PDC,4,FRESIA,2710,FRESIA,7462,4M,74620004,"4,65%",9. JUAN  ALVAREZ QUEULO (H),,,25.0
2,YB.LISTA DEL APRUEBO,IND-PL,1,FRESIA,2710,FRESIA,7462,4M,74620004,"1,16%",10. LUISA FERNANDA DE LA PRIDA SANHUEZA (M),,,25.0
3,YB.LISTA DEL APRUEBO,PS,,FRESIA,2710,FRESIA,7462,4M,74620004,"0,00%",11. ENZO JARAMILLO HOTT (H),,,25.0
4,YB.LISTA DEL APRUEBO,IND-PDC,,FRESIA,2710,FRESIA,7462,4M,74620004,"0,00%",12. CECILIA  KRAMM KRAMM (M),,,25.0
5,YB.LISTA DEL APRUEBO,PS,3,FRESIA,2710,FRESIA,7462,4M,74620004,"3,49%",13. MARIO VARGAS VIDAL (H),,*,25.0
0,YQ.APRUEBO DIGNIDAD,RD,16,FRESIA,2710,FRESIA,7462,4M,74620004,"18,60%",14. DANIELA ABIGAIL CARVACHO DIAZ (M),,,25.0
1,YQ.APRUEBO DIGNIDAD,IND-RD,,FRESIA,2710,FRESIA,7462,4M,74620004,"0,00%",15. GUSTAVO SALVO PEREIRA (H),,,25.0
2,YQ.APRUEBO DIGNIDAD,PCCH,1,FRESIA,2710,FRESIA,7462,4M,74620004,"1,16%",16. ELBA ELENA VARGAS FUENTES (M),,,25.0
3,YQ.APRUEBO DIGNIDAD,IND-PCCH,2,FRESIA,2710,FRESIA,7462,4M,74620004,"2,33%",17. GONZALO ELISEO DIAZ MARTINEZ (H),,,25.0
4,YQ.APRUEBO DIGNIDAD,IND-COMUNES,,FRESIA,2710,FRESIA,7462,4M,74620004,"0,00%",18. MARIA INES BARRERA BARRERA (M),,,25.0
5,YQ.APRUEBO DIGNIDAD,IND-COMUNES,1,FRESIA,2710,FRESIA,7462,4M,74620004,"1,16%",19. MARIO JACINTO GONZALEZ ESPARZA (H),,,25.0
0,ZQ.NUESTRAS VOCES (D25),IND,1,FRESIA,2710,FRESIA,7462,4M,74620004,"1,16%",20. CRISTINA PATRICIA AÑASCO HINOSTROZA (M),,,25.0
1,ZQ.NUESTRAS VOCES (D25),IND,,FRESIA,2710,FRESIA,7462,4M,74620004,"0,00%",21. FELIPE ANDRES MATUS BARRIENTOS (H),,,25.0
2,ZQ.NUESTRAS VOCES (D25),IND,4,FRESIA,2710,FRESIA,7462,4M,74620004,"4,65%",22. BEATRIZ BAHAMONDES ARANEDA (M),,,25.0
3,ZQ.NUESTRAS VOCES (D25),IND,2,FRESIA,2710,FRESIA,7462,4M,74620004,"2,33%",23. CLAUDIO JAVIER PAREJA PINEDA (H),,,25.0
0,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,4,FRESIA,2710,FRESIA,7462,4M,74620004,"4,65%",24. MARIA CAROLINA LAGOS OYARZUN (M),,,25.0
1,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,1,FRESIA,2710,FRESIA,7462,4M,74620004,"1,16%",25. JUAN CARLOS SEBASTIAN CLARET POOL (H),,,25.0
2,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,,FRESIA,2710,FRESIA,7462,4M,74620004,"0,00%",26. JORGE ALEJANDRO CONTRERAS GODOY (H),,,25.0
0,CANDIDATURA INDEPENDIENTE,IND,2,FRESIA,2710,FRESIA,7462,4M,74620004,"2,33%",27. RODRIGO IGNACIO HIDALGO SOLIS (H),,,25.0
0,CANDIDATURA INDEPENDIENTE,IND,1,FRESIA,2710,FRESIA,7462,4M,74620004,"1,16%",28. MERI ROSBITA FUENTEALBA PACHECO (M),,,25.0
0,Q.LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),IND,1,FRESIA,2710,FRESIA,7462,5M,74620005,"1,33%",1. VICTORIA PILAR ARRIAGADA OYARZUN (M),,,25.0
1,Q.LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),IND,0,FRESIA,2710,FRESIA,7462,5M,74620005,"0,00%",2. AQUILES BERNABE MERCADO RIOSECO (H),,,25.0
0,XP.VAMOS POR CHILE,IND-UDI,1,FRESIA,2710,FRESIA,7462,5M,74620005,"1,33%",3. MARIA CECILIA UBILLA PEREZ (M),,*,25.0
1,XP.VAMOS POR CHILE,IND-UDI,0,FRESIA,2710,FRESIA,7462,5M,74620005,"0,00%",4. SERGIO ANTONIO WILLER DANIEL (H),,,25.0
2,XP.VAMOS POR CHILE,IND-EVOPOLI,2,FRESIA,2710,FRESIA,7462,5M,74620005,"2,67%",5. ALICIA VESPERINAS BARRIENTOS (M),,,25.0
3,XP.VAMOS POR CHILE,RN,20,FRESIA,2710,FRESIA,7462,5M,74620005,"26,67%",6. HARRY JURGENSEN CAESAR (H),,*,25.0
4,XP.VAMOS POR CHILE,REPUBL.,1,FRESIA,2710,FRESIA,7462,5M,74620005,"1,33%",7. MARISOL DEL CARMEN BAÑARES ZUÑIGA (M),,,25.0
0,YB.LISTA DEL APRUEBO,PL,2,FRESIA,2710,FRESIA,7462,5M,74620005,"2,67%",8. GIOVANNA ELVIRA MOREIRA ALMONACID (M),,,25.0
1,YB.LISTA DEL APRUEBO,PDC,6,FRESIA,2710,FRESIA,7462,5M,74620005,"8,00%",9. JUAN  ALVAREZ QUEULO (H),,,25.0
2,YB.LISTA DEL APRUEBO,IND-PL,1,FRESIA,2710,FRESIA,7462,5M,74620005,"1,33%",10. LUISA FERNANDA DE LA PRIDA SANHUEZA (M),,,25.0
3,YB.LISTA DEL APRUEBO,PS,1,FRESIA,2710,FRESIA,7462,5M,74620005,"1,33%",11. ENZO JARAMILLO HOTT (H),,,25.0
4,YB.LISTA DEL APRUEBO,IND-PDC,0,FRESIA,2710,FRESIA,7462,5M,74620005,"0,00%",12. CECILIA  KRAMM KRAMM (M),,,25.0
5,YB.LISTA DEL APRUEBO,PS,3,FRESIA,2710,FRESIA,7462,5M,74620005,"4,00%",13. MARIO VARGAS VIDAL (H),,*,25.0
0,YQ.APRUEBO DIGNIDAD,RD,18,FRESIA,2710,FRESIA,7462,5M,74620005,"24,00%",14. DANIELA ABIGAIL CARVACHO DIAZ (M),,,25.0
1,YQ.APRUEBO DIGNIDAD,IND-RD,0,FRESIA,2710,FRESIA,7462,5M,74620005,"0,00%",15. GUSTAVO SALVO PEREIRA (H),,,25.0
2,YQ.APRUEBO DIGNIDAD,PCCH,2,FRESIA,2710,FRESIA,7462,5M,74620005,"2,67%",16. ELBA ELENA VARGAS FUENTES (M),,,25.0
3,YQ.APRUEBO DIGNIDAD,IND-PCCH,1,FRESIA,2710,FRESIA,7462,5M,74620005,"1,33%",17. GONZALO ELISEO DIAZ MARTINEZ (H),,,25.0
4,YQ.APRUEBO DIGNIDAD,IND-COMUNES,1,FRESIA,2710,FRESIA,7462,5M,74620005,"1,33%",18. MARIA INES BARRERA BARRERA (M),,,25.0
5,YQ.APRUEBO DIGNIDAD,IND-COMUNES,0,FRESIA,2710,FRESIA,7462,5M,74620005,"0,00%",19. MARIO JACINTO GONZALEZ ESPARZA (H),,,25.0
0,ZQ.NUESTRAS VOCES (D25),IND,2,FRESIA,2710,FRESIA,7462,5M,74620005,"2,67%",20. CRISTINA PATRICIA AÑASCO HINOSTROZA (M),,,25.0
1,ZQ.NUESTRAS VOCES (D25),IND,2,FRESIA,2710,FRESIA,7462,5M,74620005,"2,67%",21. FELIPE ANDRES MATUS BARRIENTOS (H),,,25.0
2,ZQ.NUESTRAS VOCES (D25),IND,1,FRESIA,2710,FRESIA,7462,5M,74620005,"1,33%",22. BEATRIZ BAHAMONDES ARANEDA (M),,,25.0
3,ZQ.NUESTRAS VOCES (D25),IND,0,FRESIA,2710,FRESIA,7462,5M,74620005,"0,00%",23. CLAUDIO JAVIER PAREJA PINEDA (H),,,25.0
0,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,2,FRESIA,2710,FRESIA,7462,5M,74620005,"2,67%",24. MARIA CAROLINA LAGOS OYARZUN (M),,,25.0
1,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,0,FRESIA,2710,FRESIA,7462,5M,74620005,"0,00%",25. JUAN CARLOS SEBASTIAN CLARET POOL (H),,,25.0
2,ZT.INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25),IND,3,FRESIA,2710,FRESIA,7462,5M,74620005,"4,00%",26. JORGE ALEJANDRO CONTRERAS GODOY (H),,,25.0
0,CANDIDATURA INDEPENDIENTE,IND,1,FRESIA,2710,FRESIA,7462,5M,74620005,"1,33%",27. RODRIGO IGNACIO HIDALGO SOLIS (H),,,25.0
0,CANDIDATURA INDEPENDIENTE,IND,4,FRESIA,2710,FRESIA,7462,5M,74620005,"5,33%",28. MERI ROSBITA FUENTEALBA PACHECO (M),,,25.0
0,Q.LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),IND,1,FRESIA,2710,FRESIA,7462,6M,74620006,"1,25%",1. VICTORIA PILAR ARRIAGADA OYARZUN (M),,,25.0
1,Q.LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),IND,1,FRESIA,2710,FRESIA,7462,6M,74620006,"1,25%",2. AQUILES BERNABE MERCADO RIOSECO (H),,,25.0
0,XP.VAMOS POR CHILE,IND-UDI,0,FRESIA,2710,FRESIA,7462,6M,74620006,"0,00%",3. MARIA CECILIA UBILLA PEREZ (M),,*,25.0
1,XP.VAMOS POR CHILE,IND-UDI,8,FRESIA,2710,FRESIA,7462,6M,74620006,"10,00%",4. SERGIO ANTONIO WILLER DANIEL (H),,,25.0
2,XP.VAMOS POR CHILE,IND-EVOPOLI,0,FRESIA,2710,FRESIA,7462,6M,74620006,"0,00%",5. ALICIA VESPERINAS BARRIENTOS (M),,,25.0
3,XP.VAMOS POR CHILE,RN,15,FRESIA,2710,FRESIA,7462,6M,74620006,"18,75%",6. HARRY JURGENSEN CAESAR (H),,*,25.0
4,XP.VAMOS POR CHILE,REPUBL.,4,FRESIA,2710,FRESIA,7462,6M,74620006,"5,00%",7. MARISOL DEL CARMEN BAÑARES ZUÑIGA (M),,,25.0
0,YB.LISTA DEL APRUEBO,PL,3,FRESIA,2710,FRESIA,7462,6M,74620006,"3,75%",8. GIOVANNA ELVIRA MOREIRA ALMONACID (M),,,25.0
1,YB.LISTA DEL APRUEBO,PDC,1,FRESIA,2710,FRESIA,7462,6M,74620006,"1,25%",9. JUAN  ALVAREZ QUEULO (H),,,25.0
