,Lista/Pacto,Partido,Votos,comuna,comuna_id,circ_electoral,circ_electoral_id,mesa,id_mesa,Porcentaje,Candidatos,Electo,,distrito
4,YD.PATAGONIA SOMOS TODOS (D27),IND,1,AYSEN,2739,AISEN,7491,1M,74910001,"1,06%",21. CLAUDIO ALEJANDRO FIGUEROA ASI (H),,,27.0
0,YQ.APRUEBO DIGNIDAD,IND-RD,2,AYSEN,2739,AISEN,7491,1M,74910001,"2,13%",22. YARELA NICOHL GOMEZ SANCHEZ (M),,*,27.0
1,YQ.APRUEBO DIGNIDAD,RD,3,AYSEN,2739,AISEN,7491,1M,74910001,"3,19%",23. JULIO FRANCISCO ÑANCO ANTILEF (H),,,27.0
2,YQ.APRUEBO DIGNIDAD,PCCH,3,AYSEN,2739,AISEN,7491,1M,74910001,"3,19%",24. ROSA MAGDALENA PESUTIC VUKASOVIC (M),,,27.0
3,YQ.APRUEBO DIGNIDAD,PCCH,0,AYSEN,2739,AISEN,7491,1M,74910001,"0,00%",25. SAMUEL MALAQUIAS NAVARRO CASTRO (H),,,27.0
4,YQ.APRUEBO DIGNIDAD,PCCH,0,AYSEN,2739,AISEN,7491,1M,74910001,"0,00%",26. DIEGO HERNAN SALINAS BARRERA (H),,,27.0
0,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,2,AYSEN,2739,AISEN,7491,2M,74910002,"1,89%",1. DEISY PAULINA AVENDAÑO AVENDAÑO (M),,,27.0
1,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",2. PATRICIO ORLANDO SEGURA ORTIZ (H),,,27.0
2,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,0,AYSEN,2739,AISEN,7491,2M,74910002,"0,00%",3. ILSIE BEATRIZ WOLF HERRERA (M),,,27.0
3,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,0,AYSEN,2739,AISEN,7491,2M,74910002,"0,00%",4. CECILIO ALIER AGUILAR GALINDO (H),,,27.0
4,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,2,AYSEN,2739,AISEN,7491,2M,74910002,"1,89%",5. JORGE CONTRERAS MUÑOZ (H),,,27.0
0,XP.VAMOS POR CHILE,EVOPOLI,10,AYSEN,2739,AISEN,7491,2M,74910002,"9,43%",6. GEOCONDA NAVARRETE ARRATIA (M),,*,27.0
1,XP.VAMOS POR CHILE,IND-UDI,2,AYSEN,2739,AISEN,7491,2M,74910002,"1,89%",7. ARISTIDES BENAVENTE ANINAT (H),,,27.0
2,XP.VAMOS POR CHILE,UDI,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",8. MARIA TERESA CALVIS AVILES (M),,,27.0
3,XP.VAMOS POR CHILE,RN,10,AYSEN,2739,AISEN,7491,2M,74910002,"9,43%",9. MARCOS VARGAS ACEITUNO (H),,,27.0
4,XP.VAMOS POR CHILE,EVOPOLI,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",10. CINTHYA GIOVANNA PANTANALLI WANDERSLEBEN (M),,,27.0
0,YB.LISTA DEL APRUEBO,PS,9,AYSEN,2739,AISEN,7491,2M,74910002,"8,49%",11. VIVIANA BETANCOURT GALLEGOS (M),,,27.0
1,YB.LISTA DEL APRUEBO,PS,49,AYSEN,2739,AISEN,7491,2M,74910002,"46,23%",12. TOMAS LAIBE SAEZ (H),,*,27.0
2,YB.LISTA DEL APRUEBO,PPD,2,AYSEN,2739,AISEN,7491,2M,74910002,"1,89%",13. PAULINA PAZ RUZ DELFIN (M),,,27.0
3,YB.LISTA DEL APRUEBO,PR,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",14. GUILLERMO MARTINEZ GONZALEZ (H),,,27.0
4,YB.LISTA DEL APRUEBO,PDC,0,AYSEN,2739,AISEN,7491,2M,74910002,"0,00%",15. JANNETTE SALGADO CHACON (M),,,27.0
5,YB.LISTA DEL APRUEBO,PDC,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",16. MARIO SANDOVAL VARGAS (H),,,27.0
0,YD.PATAGONIA SOMOS TODOS (D27),IND,2,AYSEN,2739,AISEN,7491,2M,74910002,"1,89%",17. MACARENA MAGDALENA MEDRANO VILLAGRA (M),,,27.0
1,YD.PATAGONIA SOMOS TODOS (D27),IND,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",18. LUIS ROLANDO DEL RIO MONCADA (H),,,27.0
2,YD.PATAGONIA SOMOS TODOS (D27),IND,2,AYSEN,2739,AISEN,7491,2M,74910002,"1,89%",19. DINA ELIZABETH AHUMADA CARES (M),,,27.0
3,YD.PATAGONIA SOMOS TODOS (D27),IND,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",20. JOSE LUIS SANCHEZ HUENTELICAN (H),,,27.0
4,YD.PATAGONIA SOMOS TODOS (D27),IND,2,AYSEN,2739,AISEN,7491,2M,74910002,"1,89%",21. CLAUDIO ALEJANDRO FIGUEROA ASI (H),,,27.0
0,YQ.APRUEBO DIGNIDAD,IND-RD,4,AYSEN,2739,AISEN,7491,2M,74910002,"3,77%",22. YARELA NICOHL GOMEZ SANCHEZ (M),,*,27.0
1,YQ.APRUEBO DIGNIDAD,RD,0,AYSEN,2739,AISEN,7491,2M,74910002,"0,00%",23. JULIO FRANCISCO ÑANCO ANTILEF (H),,,27.0
2,YQ.APRUEBO DIGNIDAD,PCCH,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",24. ROSA MAGDALENA PESUTIC VUKASOVIC (M),,,27.0
3,YQ.APRUEBO DIGNIDAD,PCCH,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",25. SAMUEL MALAQUIAS NAVARRO CASTRO (H),,,27.0
4,YQ.APRUEBO DIGNIDAD,PCCH,1,AYSEN,2739,AISEN,7491,2M,74910002,"0,94%",26. DIEGO HERNAN SALINAS BARRERA (H),,,27.0
0,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,2,AYSEN,2739,AISEN,7491,3M,74910003,"1,54%",1. DEISY PAULINA AVENDAÑO AVENDAÑO (M),,,27.0
1,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,0,AYSEN,2739,AISEN,7491,3M,74910003,"0,00%",2. PATRICIO ORLANDO SEGURA ORTIZ (H),,,27.0
2,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,0,AYSEN,2739,AISEN,7491,3M,74910003,"0,00%",3. ILSIE BEATRIZ WOLF HERRERA (M),,,27.0
3,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,1,AYSEN,2739,AISEN,7491,3M,74910003,"0,77%",4. CECILIO ALIER AGUILAR GALINDO (H),,,27.0
4,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,1,AYSEN,2739,AISEN,7491,3M,74910003,"0,77%",5. JORGE CONTRERAS MUÑOZ (H),,,27.0
0,XP.VAMOS POR CHILE,EVOPOLI,7,AYSEN,2739,AISEN,7491,3M,74910003,"5,38%",6. GEOCONDA NAVARRETE ARRATIA (M),,*,27.0
1,XP.VAMOS POR CHILE,IND-UDI,1,AYSEN,2739,AISEN,7491,3M,74910003,"0,77%",7. ARISTIDES BENAVENTE ANINAT (H),,,27.0
2,XP.VAMOS POR CHILE,UDI,4,AYSEN,2739,AISEN,7491,3M,74910003,"3,08%",8. MARIA TERESA CALVIS AVILES (M),,,27.0
3,XP.VAMOS POR CHILE,RN,8,AYSEN,2739,AISEN,7491,3M,74910003,"6,15%",9. MARCOS VARGAS ACEITUNO (H),,,27.0
4,XP.VAMOS POR CHILE,EVOPOLI,1,AYSEN,2739,AISEN,7491,3M,74910003,"0,77%",10. CINTHYA GIOVANNA PANTANALLI WANDERSLEBEN (M),,,27.0
0,YB.LISTA DEL APRUEBO,PS,10,AYSEN,2739,AISEN,7491,3M,74910003,"7,69%",11. VIVIANA BETANCOURT GALLEGOS (M),,,27.0
1,YB.LISTA DEL APRUEBO,PS,64,AYSEN,2739,AISEN,7491,3M,74910003,"49,23%",12. TOMAS LAIBE SAEZ (H),,*,27.0
2,YB.LISTA DEL APRUEBO,PPD,5,AYSEN,2739,AISEN,7491,3M,74910003,"3,85%",13. PAULINA PAZ RUZ DELFIN (M),,,27.0
3,YB.LISTA DEL APRUEBO,PR,0,AYSEN,2739,AISEN,7491,3M,74910003,"0,00%",14. GUILLERMO MARTINEZ GONZALEZ (H),,,27.0
4,YB.LISTA DEL APRUEBO,PDC,0,AYSEN,2739,AISEN,7491,3M,74910003,"0,00%",15. JANNETTE SALGADO CHACON (M),,,27.0
5,YB.LISTA DEL APRUEBO,PDC,3,AYSEN,2739,AISEN,7491,3M,74910003,"2,31%",16. MARIO SANDOVAL VARGAS (H),,,27.0
0,YD.PATAGONIA SOMOS TODOS (D27),IND,2,AYSEN,2739,AISEN,7491,3M,74910003,"1,54%",17. MACARENA MAGDALENA MEDRANO VILLAGRA (M),,,27.0
1,YD.PATAGONIA SOMOS TODOS (D27),IND,3,AYSEN,2739,AISEN,7491,3M,74910003,"2,31%",18. LUIS ROLANDO DEL RIO MONCADA (H),,,27.0
2,YD.PATAGONIA SOMOS TODOS (D27),IND,2,AYSEN,2739,AISEN,7491,3M,74910003,"1,54%",19. DINA ELIZABETH AHUMADA CARES (M),,,27.0
3,YD.PATAGONIA SOMOS TODOS (D27),IND,0,AYSEN,2739,AISEN,7491,3M,74910003,"0,00%",20. JOSE LUIS SANCHEZ HUENTELICAN (H),,,27.0
4,YD.PATAGONIA SOMOS TODOS (D27),IND,0,AYSEN,2739,AISEN,7491,3M,74910003,"0,00%",21. CLAUDIO ALEJANDRO FIGUEROA ASI (H),,,27.0
0,YQ.APRUEBO DIGNIDAD,IND-RD,5,AYSEN,2739,AISEN,7491,3M,74910003,"3,85%",22. YARELA NICOHL GOMEZ SANCHEZ (M),,*,27.0
1,YQ.APRUEBO DIGNIDAD,RD,3,AYSEN,2739,AISEN,7491,3M,74910003,"2,31%",23. JULIO FRANCISCO ÑANCO ANTILEF (H),,,27.0
2,YQ.APRUEBO DIGNIDAD,PCCH,6,AYSEN,2739,AISEN,7491,3M,74910003,"4,62%",24. ROSA MAGDALENA PESUTIC VUKASOVIC (M),,,27.0
3,YQ.APRUEBO DIGNIDAD,PCCH,1,AYSEN,2739,AISEN,7491,3M,74910003,"0,77%",25. SAMUEL MALAQUIAS NAVARRO CASTRO (H),,,27.0
4,YQ.APRUEBO DIGNIDAD,PCCH,1,AYSEN,2739,AISEN,7491,3M,74910003,"0,77%",26. DIEGO HERNAN SALINAS BARRERA (H),,,27.0
0,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,1,AYSEN,2739,AISEN,7491,4M,74910004,"1,08%",1. DEISY PAULINA AVENDAÑO AVENDAÑO (M),,,27.0
1,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,3,AYSEN,2739,AISEN,7491,4M,74910004,"3,23%",2. PATRICIO ORLANDO SEGURA ORTIZ (H),,,27.0
2,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",3. ILSIE BEATRIZ WOLF HERRERA (M),,,27.0
3,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,2,AYSEN,2739,AISEN,7491,4M,74910004,"2,15%",4. CECILIO ALIER AGUILAR GALINDO (H),,,27.0
4,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",5. JORGE CONTRERAS MUÑOZ (H),,,27.0
0,XP.VAMOS POR CHILE,EVOPOLI,10,AYSEN,2739,AISEN,7491,4M,74910004,"10,75%",6. GEOCONDA NAVARRETE ARRATIA (M),,*,27.0
1,XP.VAMOS POR CHILE,IND-UDI,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",7. ARISTIDES BENAVENTE ANINAT (H),,,27.0
2,XP.VAMOS POR CHILE,UDI,1,AYSEN,2739,AISEN,7491,4M,74910004,"1,08%",8. MARIA TERESA CALVIS AVILES (M),,,27.0
3,XP.VAMOS POR CHILE,RN,7,AYSEN,2739,AISEN,7491,4M,74910004,"7,53%",9. MARCOS VARGAS ACEITUNO (H),,,27.0
4,XP.VAMOS POR CHILE,EVOPOLI,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",10. CINTHYA GIOVANNA PANTANALLI WANDERSLEBEN (M),,,27.0
0,YB.LISTA DEL APRUEBO,PS,9,AYSEN,2739,AISEN,7491,4M,74910004,"9,68%",11. VIVIANA BETANCOURT GALLEGOS (M),,,27.0
1,YB.LISTA DEL APRUEBO,PS,49,AYSEN,2739,AISEN,7491,4M,74910004,"52,69%",12. TOMAS LAIBE SAEZ (H),,*,27.0
2,YB.LISTA DEL APRUEBO,PPD,2,AYSEN,2739,AISEN,7491,4M,74910004,"2,15%",13. PAULINA PAZ RUZ DELFIN (M),,,27.0
3,YB.LISTA DEL APRUEBO,PR,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",14. GUILLERMO MARTINEZ GONZALEZ (H),,,27.0
4,YB.LISTA DEL APRUEBO,PDC,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",15. JANNETTE SALGADO CHACON (M),,,27.0
5,YB.LISTA DEL APRUEBO,PDC,1,AYSEN,2739,AISEN,7491,4M,74910004,"1,08%",16. MARIO SANDOVAL VARGAS (H),,,27.0
0,YD.PATAGONIA SOMOS TODOS (D27),IND,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",17. MACARENA MAGDALENA MEDRANO VILLAGRA (M),,,27.0
1,YD.PATAGONIA SOMOS TODOS (D27),IND,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",18. LUIS ROLANDO DEL RIO MONCADA (H),,,27.0
2,YD.PATAGONIA SOMOS TODOS (D27),IND,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",19. DINA ELIZABETH AHUMADA CARES (M),,,27.0
3,YD.PATAGONIA SOMOS TODOS (D27),IND,0,AYSEN,2739,AISEN,7491,4M,74910004,"0,00%",20. JOSE LUIS SANCHEZ HUENTELICAN (H),,,27.0
4,YD.PATAGONIA SOMOS TODOS (D27),IND,1,AYSEN,2739,AISEN,7491,4M,74910004,"1,08%",21. CLAUDIO ALEJANDRO FIGUEROA ASI (H),,,27.0
0,YQ.APRUEBO DIGNIDAD,IND-RD,2,AYSEN,2739,AISEN,7491,4M,74910004,"2,15%",22. YARELA NICOHL GOMEZ SANCHEZ (M),,*,27.0
1,YQ.APRUEBO DIGNIDAD,RD,1,AYSEN,2739,AISEN,7491,4M,74910004,"1,08%",23. JULIO FRANCISCO ÑANCO ANTILEF (H),,,27.0
2,YQ.APRUEBO DIGNIDAD,PCCH,2,AYSEN,2739,AISEN,7491,4M,74910004,"2,15%",24. ROSA MAGDALENA PESUTIC VUKASOVIC (M),,,27.0
3,YQ.APRUEBO DIGNIDAD,PCCH,1,AYSEN,2739,AISEN,7491,4M,74910004,"1,08%",25. SAMUEL MALAQUIAS NAVARRO CASTRO (H),,,27.0
4,YQ.APRUEBO DIGNIDAD,PCCH,1,AYSEN,2739,AISEN,7491,4M,74910004,"1,08%",26. DIEGO HERNAN SALINAS BARRERA (H),,,27.0
0,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,1,AYSEN,2739,AISEN,7491,5M,74910005,"0,79%",1. DEISY PAULINA AVENDAÑO AVENDAÑO (M),,,27.0
1,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,3,AYSEN,2739,AISEN,7491,5M,74910005,"2,36%",2. PATRICIO ORLANDO SEGURA ORTIZ (H),,,27.0
2,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,0,AYSEN,2739,AISEN,7491,5M,74910005,"0,00%",3. ILSIE BEATRIZ WOLF HERRERA (M),,,27.0
3,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,0,AYSEN,2739,AISEN,7491,5M,74910005,"0,00%",4. CECILIO ALIER AGUILAR GALINDO (H),,,27.0
4,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,1,AYSEN,2739,AISEN,7491,5M,74910005,"0,79%",5. JORGE CONTRERAS MUÑOZ (H),,,27.0
0,XP.VAMOS POR CHILE,EVOPOLI,12,AYSEN,2739,AISEN,7491,5M,74910005,"9,45%",6. GEOCONDA NAVARRETE ARRATIA (M),,*,27.0
1,XP.VAMOS POR CHILE,IND-UDI,1,AYSEN,2739,AISEN,7491,5M,74910005,"0,79%",7. ARISTIDES BENAVENTE ANINAT (H),,,27.0
2,XP.VAMOS POR CHILE,UDI,4,AYSEN,2739,AISEN,7491,5M,74910005,"3,15%",8. MARIA TERESA CALVIS AVILES (M),,,27.0
3,XP.VAMOS POR CHILE,RN,8,AYSEN,2739,AISEN,7491,5M,74910005,"6,30%",9. MARCOS VARGAS ACEITUNO (H),,,27.0
4,XP.VAMOS POR CHILE,EVOPOLI,3,AYSEN,2739,AISEN,7491,5M,74910005,"2,36%",10. CINTHYA GIOVANNA PANTANALLI WANDERSLEBEN (M),,,27.0
0,YB.LISTA DEL APRUEBO,PS,11,AYSEN,2739,AISEN,7491,5M,74910005,"8,66%",11. VIVIANA BETANCOURT GALLEGOS (M),,,27.0
1,YB.LISTA DEL APRUEBO,PS,54,AYSEN,2739,AISEN,7491,5M,74910005,"42,52%",12. TOMAS LAIBE SAEZ (H),,*,27.0
2,YB.LISTA DEL APRUEBO,PPD,4,AYSEN,2739,AISEN,7491,5M,74910005,"3,15%",13. PAULINA PAZ RUZ DELFIN (M),,,27.0
3,YB.LISTA DEL APRUEBO,PR,1,AYSEN,2739,AISEN,7491,5M,74910005,"0,79%",14. GUILLERMO MARTINEZ GONZALEZ (H),,,27.0
4,YB.LISTA DEL APRUEBO,PDC,0,AYSEN,2739,AISEN,7491,5M,74910005,"0,00%",15. JANNETTE SALGADO CHACON (M),,,27.0
5,YB.LISTA DEL APRUEBO,PDC,0,AYSEN,2739,AISEN,7491,5M,74910005,"0,00%",16. MARIO SANDOVAL VARGAS (H),,,27.0
0,YD.PATAGONIA SOMOS TODOS (D27),IND,4,AYSEN,2739,AISEN,7491,5M,74910005,"3,15%",17. MACARENA MAGDALENA MEDRANO VILLAGRA (M),,,27.0
1,YD.PATAGONIA SOMOS TODOS (D27),IND,2,AYSEN,2739,AISEN,7491,5M,74910005,"1,57%",18. LUIS ROLANDO DEL RIO MONCADA (H),,,27.0
2,YD.PATAGONIA SOMOS TODOS (D27),IND,2,AYSEN,2739,AISEN,7491,5M,74910005,"1,57%",19. DINA ELIZABETH AHUMADA CARES (M),,,27.0
3,YD.PATAGONIA SOMOS TODOS (D27),IND,0,AYSEN,2739,AISEN,7491,5M,74910005,"0,00%",20. JOSE LUIS SANCHEZ HUENTELICAN (H),,,27.0
4,YD.PATAGONIA SOMOS TODOS (D27),IND,1,AYSEN,2739,AISEN,7491,5M,74910005,"0,79%",21. CLAUDIO ALEJANDRO FIGUEROA ASI (H),,,27.0
0,YQ.APRUEBO DIGNIDAD,IND-RD,6,AYSEN,2739,AISEN,7491,5M,74910005,"4,72%",22. YARELA NICOHL GOMEZ SANCHEZ (M),,*,27.0
1,YQ.APRUEBO DIGNIDAD,RD,5,AYSEN,2739,AISEN,7491,5M,74910005,"3,94%",23. JULIO FRANCISCO ÑANCO ANTILEF (H),,,27.0
2,YQ.APRUEBO DIGNIDAD,PCCH,1,AYSEN,2739,AISEN,7491,5M,74910005,"0,79%",24. ROSA MAGDALENA PESUTIC VUKASOVIC (M),,,27.0
3,YQ.APRUEBO DIGNIDAD,PCCH,1,AYSEN,2739,AISEN,7491,5M,74910005,"0,79%",25. SAMUEL MALAQUIAS NAVARRO CASTRO (H),,,27.0
4,YQ.APRUEBO DIGNIDAD,PCCH,2,AYSEN,2739,AISEN,7491,5M,74910005,"1,57%",26. DIEGO HERNAN SALINAS BARRERA (H),,,27.0
0,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,5,AYSEN,2739,AISEN,7491,6M,74910006,"4,17%",1. DEISY PAULINA AVENDAÑO AVENDAÑO (M),,,27.0
1,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,3,AYSEN,2739,AISEN,7491,6M,74910006,"2,50%",2. PATRICIO ORLANDO SEGURA ORTIZ (H),,,27.0
2,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,1,AYSEN,2739,AISEN,7491,6M,74910006,"0,83%",3. ILSIE BEATRIZ WOLF HERRERA (M),,,27.0
3,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,1,AYSEN,2739,AISEN,7491,6M,74910006,"0,83%",4. CECILIO ALIER AGUILAR GALINDO (H),,,27.0
4,"XC.A PULSO, POR EL BUEN VIVIR (D27)",IND,0,AYSEN,2739,AISEN,7491,6M,74910006,"0,00%",5. JORGE CONTRERAS MUÑOZ (H),,,27.0
0,XP.VAMOS POR CHILE,EVOPOLI,14,AYSEN,2739,AISEN,7491,6M,74910006,"11,67%",6. GEOCONDA NAVARRETE ARRATIA (M),,*,27.0
1,XP.VAMOS POR CHILE,IND-UDI,1,AYSEN,2739,AISEN,7491,6M,74910006,"0,83%",7. ARISTIDES BENAVENTE ANINAT (H),,,27.0
2,XP.VAMOS POR CHILE,UDI,8,AYSEN,2739,AISEN,7491,6M,74910006,"6,67%",8. MARIA TERESA CALVIS AVILES (M),,,27.0
3,XP.VAMOS POR CHILE,RN,8,AYSEN,2739,AISEN,7491,6M,74910006,"6,67%",9. MARCOS VARGAS ACEITUNO (H),,,27.0
4,XP.VAMOS POR CHILE,EVOPOLI,0,AYSEN,2739,AISEN,7491,6M,74910006,"0,00%",10. CINTHYA GIOVANNA PANTANALLI WANDERSLEBEN (M),,,27.0
0,YB.LISTA DEL APRUEBO,PS,7,AYSEN,2739,AISEN,7491,6M,74910006,"5,83%",11. VIVIANA BETANCOURT GALLEGOS (M),,,27.0
1,YB.LISTA DEL APRUEBO,PS,46,AYSEN,2739,AISEN,7491,6M,74910006,"38,33%",12. TOMAS LAIBE SAEZ (H),,*,27.0
2,YB.LISTA DEL APRUEBO,PPD,4,AYSEN,2739,AISEN,7491,6M,74910006,"3,33%",13. PAULINA PAZ RUZ DELFIN (M),,,27.0
3,YB.LISTA DEL APRUEBO,PR,4,AYSEN,2739,AISEN,7491,6M,74910006,"3,33%",14. GUILLERMO MARTINEZ GONZALEZ (H),,,27.0
4,YB.LISTA DEL APRUEBO,PDC,2,AYSEN,2739,AISEN,7491,6M,74910006,"1,67%",15. JANNETTE SALGADO CHACON (M),,,27.0
5,YB.LISTA DEL APRUEBO,PDC,2,AYSEN,2739,AISEN,7491,6M,74910006,"1,67%",16. MARIO SANDOVAL VARGAS (H),,,27.0
0,YD.PATAGONIA SOMOS TODOS (D27),IND,3,AYSEN,2739,AISEN,7491,6M,74910006,"2,50%",17. MACARENA MAGDALENA MEDRANO VILLAGRA (M),,,27.0
1,YD.PATAGONIA SOMOS TODOS (D27),IND,2,AYSEN,2739,AISEN,7491,6M,74910006,"1,67%",18. LUIS ROLANDO DEL RIO MONCADA (H),,,27.0
2,YD.PATAGONIA SOMOS TODOS (D27),IND,1,AYSEN,2739,AISEN,7491,6M,74910006,"0,83%",19. DINA ELIZABETH AHUMADA CARES (M),,,27.0
3,YD.PATAGONIA SOMOS TODOS (D27),IND,0,AYSEN,2739,AISEN,7491,6M,74910006,"0,00%",20. JOSE LUIS SANCHEZ HUENTELICAN (H),,,27.0
4,YD.PATAGONIA SOMOS TODOS (D27),IND,1,AYSEN,2739,AISEN,7491,6M,74910006,"0,83%",21. CLAUDIO ALEJANDRO FIGUEROA ASI (H),,,27.0
0,YQ.APRUEBO DIGNIDAD,IND-RD,2,AYSEN,2739,AISEN,7491,6M,74910006,"1,67%",22. YARELA NICOHL GOMEZ SANCHEZ (M),,*,27.0
1,YQ.APRUEBO DIGNIDAD,RD,2,AYSEN,2739,AISEN,7491,6M,74910006,"1,67%",23. JULIO FRANCISCO ÑANCO ANTILEF (H),,,27.0
