,Lista/Pacto,Partido,Votos,comuna,comuna_id,circ_electoral,circ_electoral_id,mesa,id_mesa,Porcentaje,Candidatos,Electo,,distrito
0,WJ.ASAMBLEA CONSTITUYENTE ATACAMA,IND,41,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"39,42%",1. CONSTANZA ANDREA SAN JUAN STANDEN (M),,*,4.0
0,WJ.ASAMBLEA CONSTITUYENTE ATACAMA,IND,1,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"0,96%",2. FABIAN CRISTHIAN ARMANDO RABI ORTIZ (H),,,4.0
0,WJ.ASAMBLEA CONSTITUYENTE ATACAMA,IND,,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"0,00%",3. MARIA PILAR TRIVIÑO GONZALEZ (M),,,4.0
0,WJ.ASAMBLEA CONSTITUYENTE ATACAMA,IND,,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"0,00%",4. OCTAVIO SEBASTIAN ECHEVERRIA ALFARO (H),,,4.0
0,WJ.ASAMBLEA CONSTITUYENTE ATACAMA,IND,1,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"0,96%",5. SILVIA EDITH RODRIGUEZ ROBLES (M),,,4.0
0,WJ.ASAMBLEA CONSTITUYENTE ATACAMA,IND,,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"0,00%",6. RAUL FERNANDO MIRANDA SILVA (H),,,4.0
0,XA.PARTIDO ECOLOGISTA VERDE,PEV,1,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"0,96%",7. PAMELA  VARGAS TOLEDO (M),,,4.0
0,XP.VAMOS POR CHILE,EVOPOLI,17,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"16,35%",8. MARIA FRANCISCA  PLAZA VELIS (M),,,4.0
0,XP.VAMOS POR CHILE,IND-EVOPOLI,1,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"0,96%",9. MIGUEL FORTT ZANONI (H),,,4.0
0,XP.VAMOS POR CHILE,RN,3,ALTO DEL CARMEN,2523,ALTO DEL CARMEN,7042,1M-2M,70420001,"2,88%",10. CRISTINA BRAVO BASSI (M),,,4.0
