,Lista/Pacto,Partido,Votos,comuna,comuna_id,circ_electoral,circ_electoral_id,mesa,id_mesa,Porcentaje,Candidatos,Electo,,distrito
0,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,4,CAUQUENES,2622,CAUQUENES,7302,2M,73020002,"5,26%",18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),,*,18.0
1,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,0,CAUQUENES,2622,CAUQUENES,7302,2M,73020002,"0,00%",19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),,,18.0
2,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,2,CAUQUENES,2622,CAUQUENES,7302,2M,73020002,"2,63%",20. PRISCILA VERONICA GONZALEZ CARRILLO (M),,,18.0
3,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,10,CAUQUENES,2622,CAUQUENES,7302,2M,73020002,"13,16%",21. FERNANDO SALINAS MANFREDINI (H),,**,18.0
4,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,4,CAUQUENES,2622,CAUQUENES,7302,2M,73020002,"5,26%",22. CAMILA CONSTANZA CABALLERO RIVERA (M),,,18.0
0,XP.VAMOS POR CHILE,RN,2,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"2,74%",1. PATRICIA LABRA BESSERER (M),,*,18.0
1,XP.VAMOS POR CHILE,RN,2,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"2,74%",2. LEROY IBAÑEZ HUENUR (H),,,18.0
2,XP.VAMOS POR CHILE,IND-REPUBL.,3,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"4,11%",3. DENISE PATRICIA MEWES SCHNAIDT (M),,,18.0
3,XP.VAMOS POR CHILE,REPUBL.,2,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"2,74%",4. JUAN ANIBAL ARIZTIA CORREA (H),,,18.0
4,XP.VAMOS POR CHILE,UDI,2,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"2,74%",5. MARIA EUGENIA HORMAZABAL CARVAJAL (M),,,18.0
5,XP.VAMOS POR CHILE,UDI,16,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"21,92%",6. MANUEL ABRAHAM NOMAN ELIAS (H),,,18.0
0,YB.LISTA DEL APRUEBO,IND-PS,0,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"0,00%",7. ANA NICOL ARAVENA GAJARDO (M),,,18.0
1,YB.LISTA DEL APRUEBO,IND-PDC,1,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"1,37%",8. ALEJANDRO ARAYA VALDES (H),,,18.0
2,YB.LISTA DEL APRUEBO,PDC,4,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"5,48%",9. MARIA SOLEDAD MEDEL SALAZAR (M),,,18.0
3,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,1,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"1,37%",10. ERNESTO CARLOS GARRATT VIÑES (H),,,18.0
4,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,3,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"4,11%",11. DANIELA ALEJANDRA ORTEGA MUÑOZ (M),,,18.0
5,YB.LISTA DEL APRUEBO,PS,5,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"6,85%",12. RICARDO MONTERO ALLENDE (H),,*,18.0
0,YQ.APRUEBO DIGNIDAD,RD,25,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"34,25%",13. CONSUELO VELOSO AVILA (M),,,18.0
1,YQ.APRUEBO DIGNIDAD,IND-RD,1,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"1,37%",14. RICARDO GERMAN TAPIA MUÑOZ (H),,,18.0
2,YQ.APRUEBO DIGNIDAD,IND-RD,0,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"0,00%",15. GLORIA MARGOT PARADA SANCHEZ (M),,,18.0
3,YQ.APRUEBO DIGNIDAD,PCCH,0,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"0,00%",16. CARLOS RAUL FUENTES BARROS (H),,,18.0
4,YQ.APRUEBO DIGNIDAD,PCCH,0,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"0,00%",17. DENISA DEL PILAR COFRE CACERES (M),,,18.0
0,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,1,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"1,37%",18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),,*,18.0
1,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,0,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"0,00%",19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),,,18.0
2,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,0,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"0,00%",20. PRISCILA VERONICA GONZALEZ CARRILLO (M),,,18.0
3,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,5,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"6,85%",21. FERNANDO SALINAS MANFREDINI (H),,**,18.0
4,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,0,CAUQUENES,2622,CAUQUENES,7302,3M,73020003,"0,00%",22. CAMILA CONSTANZA CABALLERO RIVERA (M),,,18.0
0,XP.VAMOS POR CHILE,RN,1,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"1,18%",1. PATRICIA LABRA BESSERER (M),,*,18.0
1,XP.VAMOS POR CHILE,RN,7,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"8,24%",2. LEROY IBAÑEZ HUENUR (H),,,18.0
2,XP.VAMOS POR CHILE,IND-REPUBL.,2,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"2,35%",3. DENISE PATRICIA MEWES SCHNAIDT (M),,,18.0
3,XP.VAMOS POR CHILE,REPUBL.,3,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"3,53%",4. JUAN ANIBAL ARIZTIA CORREA (H),,,18.0
4,XP.VAMOS POR CHILE,UDI,1,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"1,18%",5. MARIA EUGENIA HORMAZABAL CARVAJAL (M),,,18.0
5,XP.VAMOS POR CHILE,UDI,17,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"20,00%",6. MANUEL ABRAHAM NOMAN ELIAS (H),,,18.0
0,YB.LISTA DEL APRUEBO,IND-PS,0,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"0,00%",7. ANA NICOL ARAVENA GAJARDO (M),,,18.0
1,YB.LISTA DEL APRUEBO,IND-PDC,2,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"2,35%",8. ALEJANDRO ARAYA VALDES (H),,,18.0
2,YB.LISTA DEL APRUEBO,PDC,9,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"10,59%",9. MARIA SOLEDAD MEDEL SALAZAR (M),,,18.0
3,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,0,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"0,00%",10. ERNESTO CARLOS GARRATT VIÑES (H),,,18.0
4,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,2,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"2,35%",11. DANIELA ALEJANDRA ORTEGA MUÑOZ (M),,,18.0
5,YB.LISTA DEL APRUEBO,PS,3,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"3,53%",12. RICARDO MONTERO ALLENDE (H),,*,18.0
0,YQ.APRUEBO DIGNIDAD,RD,16,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"18,82%",13. CONSUELO VELOSO AVILA (M),,,18.0
1,YQ.APRUEBO DIGNIDAD,IND-RD,2,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"2,35%",14. RICARDO GERMAN TAPIA MUÑOZ (H),,,18.0
2,YQ.APRUEBO DIGNIDAD,IND-RD,2,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"2,35%",15. GLORIA MARGOT PARADA SANCHEZ (M),,,18.0
3,YQ.APRUEBO DIGNIDAD,PCCH,0,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"0,00%",16. CARLOS RAUL FUENTES BARROS (H),,,18.0
4,YQ.APRUEBO DIGNIDAD,PCCH,0,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"0,00%",17. DENISA DEL PILAR COFRE CACERES (M),,,18.0
0,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,3,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"3,53%",18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),,*,18.0
1,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,2,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"2,35%",19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),,,18.0
2,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,2,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"2,35%",20. PRISCILA VERONICA GONZALEZ CARRILLO (M),,,18.0
3,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,11,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"12,94%",21. FERNANDO SALINAS MANFREDINI (H),,**,18.0
4,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,0,CAUQUENES,2622,CAUQUENES,7302,4M,73020004,"0,00%",22. CAMILA CONSTANZA CABALLERO RIVERA (M),,,18.0
0,XP.VAMOS POR CHILE,RN,4,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"3,51%",1. PATRICIA LABRA BESSERER (M),,*,18.0
1,XP.VAMOS POR CHILE,RN,6,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"5,26%",2. LEROY IBAÑEZ HUENUR (H),,,18.0
2,XP.VAMOS POR CHILE,IND-REPUBL.,2,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"1,75%",3. DENISE PATRICIA MEWES SCHNAIDT (M),,,18.0
3,XP.VAMOS POR CHILE,REPUBL.,7,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"6,14%",4. JUAN ANIBAL ARIZTIA CORREA (H),,,18.0
4,XP.VAMOS POR CHILE,UDI,3,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"2,63%",5. MARIA EUGENIA HORMAZABAL CARVAJAL (M),,,18.0
5,XP.VAMOS POR CHILE,UDI,21,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"18,42%",6. MANUEL ABRAHAM NOMAN ELIAS (H),,,18.0
0,YB.LISTA DEL APRUEBO,IND-PS,2,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"1,75%",7. ANA NICOL ARAVENA GAJARDO (M),,,18.0
1,YB.LISTA DEL APRUEBO,IND-PDC,2,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"1,75%",8. ALEJANDRO ARAYA VALDES (H),,,18.0
2,YB.LISTA DEL APRUEBO,PDC,10,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"8,77%",9. MARIA SOLEDAD MEDEL SALAZAR (M),,,18.0
3,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,0,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"0,00%",10. ERNESTO CARLOS GARRATT VIÑES (H),,,18.0
4,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,1,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"0,88%",11. DANIELA ALEJANDRA ORTEGA MUÑOZ (M),,,18.0
5,YB.LISTA DEL APRUEBO,PS,2,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"1,75%",12. RICARDO MONTERO ALLENDE (H),,*,18.0
0,YQ.APRUEBO DIGNIDAD,RD,23,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"20,18%",13. CONSUELO VELOSO AVILA (M),,,18.0
1,YQ.APRUEBO DIGNIDAD,IND-RD,2,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"1,75%",14. RICARDO GERMAN TAPIA MUÑOZ (H),,,18.0
2,YQ.APRUEBO DIGNIDAD,IND-RD,1,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"0,88%",15. GLORIA MARGOT PARADA SANCHEZ (M),,,18.0
3,YQ.APRUEBO DIGNIDAD,PCCH,1,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"0,88%",16. CARLOS RAUL FUENTES BARROS (H),,,18.0
4,YQ.APRUEBO DIGNIDAD,PCCH,0,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"0,00%",17. DENISA DEL PILAR COFRE CACERES (M),,,18.0
0,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,5,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"4,39%",18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),,*,18.0
1,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,1,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"0,88%",19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),,,18.0
2,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,2,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"1,75%",20. PRISCILA VERONICA GONZALEZ CARRILLO (M),,,18.0
3,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,17,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"14,91%",21. FERNANDO SALINAS MANFREDINI (H),,**,18.0
4,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,2,CAUQUENES,2622,CAUQUENES,7302,5M,73020005,"1,75%",22. CAMILA CONSTANZA CABALLERO RIVERA (M),,,18.0
0,XP.VAMOS POR CHILE,RN,4,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"3,92%",1. PATRICIA LABRA BESSERER (M),,*,18.0
1,XP.VAMOS POR CHILE,RN,9,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"8,82%",2. LEROY IBAÑEZ HUENUR (H),,,18.0
2,XP.VAMOS POR CHILE,IND-REPUBL.,7,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"6,86%",3. DENISE PATRICIA MEWES SCHNAIDT (M),,,18.0
3,XP.VAMOS POR CHILE,REPUBL.,1,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"0,98%",4. JUAN ANIBAL ARIZTIA CORREA (H),,,18.0
4,XP.VAMOS POR CHILE,UDI,2,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"1,96%",5. MARIA EUGENIA HORMAZABAL CARVAJAL (M),,,18.0
5,XP.VAMOS POR CHILE,UDI,11,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"10,78%",6. MANUEL ABRAHAM NOMAN ELIAS (H),,,18.0
0,YB.LISTA DEL APRUEBO,IND-PS,1,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"0,98%",7. ANA NICOL ARAVENA GAJARDO (M),,,18.0
1,YB.LISTA DEL APRUEBO,IND-PDC,0,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"0,00%",8. ALEJANDRO ARAYA VALDES (H),,,18.0
2,YB.LISTA DEL APRUEBO,PDC,10,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"9,80%",9. MARIA SOLEDAD MEDEL SALAZAR (M),,,18.0
3,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,1,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"0,98%",10. ERNESTO CARLOS GARRATT VIÑES (H),,,18.0
4,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,2,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"1,96%",11. DANIELA ALEJANDRA ORTEGA MUÑOZ (M),,,18.0
5,YB.LISTA DEL APRUEBO,PS,5,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"4,90%",12. RICARDO MONTERO ALLENDE (H),,*,18.0
0,YQ.APRUEBO DIGNIDAD,RD,23,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"22,55%",13. CONSUELO VELOSO AVILA (M),,,18.0
1,YQ.APRUEBO DIGNIDAD,IND-RD,1,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"0,98%",14. RICARDO GERMAN TAPIA MUÑOZ (H),,,18.0
2,YQ.APRUEBO DIGNIDAD,IND-RD,2,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"1,96%",15. GLORIA MARGOT PARADA SANCHEZ (M),,,18.0
3,YQ.APRUEBO DIGNIDAD,PCCH,4,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"3,92%",16. CARLOS RAUL FUENTES BARROS (H),,,18.0
4,YQ.APRUEBO DIGNIDAD,PCCH,0,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"0,00%",17. DENISA DEL PILAR COFRE CACERES (M),,,18.0
0,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,4,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"3,92%",18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),,*,18.0
1,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,1,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"0,98%",19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),,,18.0
2,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,1,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"0,98%",20. PRISCILA VERONICA GONZALEZ CARRILLO (M),,,18.0
3,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,10,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"9,80%",21. FERNANDO SALINAS MANFREDINI (H),,**,18.0
4,ZD.LA LISTA DEL PUEBLO MAULE SUR (D18),IND,3,CAUQUENES,2622,CAUQUENES,7302,6M,73020006,"2,94%",22. CAMILA CONSTANZA CABALLERO RIVERA (M),,,18.0
0,XP.VAMOS POR CHILE,RN,1,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"1,16%",1. PATRICIA LABRA BESSERER (M),,*,18.0
1,XP.VAMOS POR CHILE,RN,7,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"8,14%",2. LEROY IBAÑEZ HUENUR (H),,,18.0
2,XP.VAMOS POR CHILE,IND-REPUBL.,1,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"1,16%",3. DENISE PATRICIA MEWES SCHNAIDT (M),,,18.0
3,XP.VAMOS POR CHILE,REPUBL.,2,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"2,33%",4. JUAN ANIBAL ARIZTIA CORREA (H),,,18.0
4,XP.VAMOS POR CHILE,UDI,3,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"3,49%",5. MARIA EUGENIA HORMAZABAL CARVAJAL (M),,,18.0
5,XP.VAMOS POR CHILE,UDI,20,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"23,26%",6. MANUEL ABRAHAM NOMAN ELIAS (H),,,18.0
0,YB.LISTA DEL APRUEBO,IND-PS,1,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"1,16%",7. ANA NICOL ARAVENA GAJARDO (M),,,18.0
1,YB.LISTA DEL APRUEBO,IND-PDC,3,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"3,49%",8. ALEJANDRO ARAYA VALDES (H),,,18.0
2,YB.LISTA DEL APRUEBO,PDC,7,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"8,14%",9. MARIA SOLEDAD MEDEL SALAZAR (M),,,18.0
3,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,1,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"1,16%",10. ERNESTO CARLOS GARRATT VIÑES (H),,,18.0
4,YB.LISTA DEL APRUEBO,IND-CIUDADANOS,1,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"1,16%",11. DANIELA ALEJANDRA ORTEGA MUÑOZ (M),,,18.0
5,YB.LISTA DEL APRUEBO,PS,5,CAUQUENES,2622,CAUQUENES,7302,7M,73020007,"5,81%",12. RICARDO MONTERO ALLENDE (H),,*,18.0
